date,aircraft_id,y_pred,cat__unit_id_UNIT_01,cat__unit_id_UNIT_02,cat__unit_id_UNIT_03,cat__unit_id_UNIT_04,cat__base_BASE_A,cat__base_BASE_B,cat__base_BASE_C,cat__role_ISR,cat__role_STRIKE,cat__role_TRAIN,cat__status_start_FMC,cat__status_start_PMC,num__airframe_age_years,num__flight_hours,num__mission_intensity,num__environment_stress,num__flight_hours_sum_7d,num__mission_intensity_mean_7d,num__environment_stress_mean_7d,num__flight_hours_sum_14d,num__mission_intensity_mean_14d,num__environment_stress_mean_14d,num__flight_hours_sum_30d,num__mission_intensity_mean_30d,num__environment_stress_mean_30d,num__failures_count_sum_7d,num__failures_count_sum_14d,num__failures_count_sum_30d,num__down_events_sum_7d,num__down_events_sum_14d,num__down_events_sum_30d,num__repair_hours_sum_7d,num__repair_hours_sum_14d,num__repair_hours_sum_30d,num__wait_parts_hours_sum_7d,num__wait_parts_hours_sum_14d,num__wait_parts_hours_sum_30d,num__wait_maint_hours_sum_7d,num__wait_maint_hours_sum_14d,num__wait_maint_hours_sum_30d,num__down_hours_sum_7d,num__down_hours_sum_14d,num__down_hours_sum_30d,num__stockouts_today,num__eta_days_sum_today,num__eta_days_mean_today,num__stockouts_sum_7d,num__eta_days_sum_7d,num__eta_days_mean_7d,num__stockouts_sum_14d,num__eta_days_sum_14d,num__eta_days_mean_14d,num__stockouts_sum_30d,num__eta_days_sum_30d,num__eta_days_mean_30d,num__base_stockout_rate,num__base_mean_eta
2026-01-18,AC_0034,4.906590152558192,0.00709944193779616,-0.1046699109305681,0.05174982232557869,0.3271591147666323,-0.15490338802904724,-0.10790641977154954,0.32480578495106155,0.9206797141090974,-0.028787421418653678,0.04337888682117489,0.01566486781098074,0.04153299219670198,0.2006662334672258,1.171888232660265,0.4729195297943819,-2.2640965987632593,0.32338260683172104,-0.26599668726517706,-1.0687708805178324,-0.4187861466332382,0.8820312910776205,-0.6090693850207017,0.18620060151250842,-0.900389515069419,0.8699000047684915,0.0026292698458210296,0.0033941340216399754,0.024823520510576496,0.006435203153953075,0.007201120634926973,0.012058176890142464,-0.02939212644154109,-0.01670909150489758,-0.04532582633982599,0.04608088183607324,-0.02213767767270451,-0.0460139757044786,0.04930252398221833,0.004247377606124938,-0.0529633514408093,0.008204385344623278,-0.008575775947106068,-0.044746651859364765,0.0,0.003084171584884794,0.0,0.0,0.04063843304811214,-0.007188078051510463,0.0,0.014242463576926332,0.032390218460710864,0.0,-0.04078810666319785,-0.11410577538544554,-0.4401791940723359,-0.5303211426246786
2026-01-19,AC_0034,17.57137005744514,0.00483857720782351,-0.0631439092543876,-0.01854969454079838,0.06087192492564859,0.11275820390690802,-0.062017609844981746,0.37837152349248093,0.9473483496524531,-0.034168822302024573,0.03750694578949481,-0.0007608172826309545,0.011477476189246272,0.4585650363862481,2.654675320874151,0.6017968066433486,1.2472508040772585,0.9247217370693062,2.570625628066024,-1.1190746575116421,0.8746015284804267,0.32302966162875046,-0.34391226484595533,0.845827944687535,-0.30940013808813566,1.3679143508189204,-0.0022499373713013734,0.001151083046403056,0.012315354592492288,0.0020309879267790495,0.013269363863643687,0.015601323082624708,0.015358100538218832,-0.09396388757093017,-0.046547342356147985,0.06267544390911484,-0.0515454035664036,-0.024403240305781226,0.08137082356814772,0.018426541361795064,-0.18467308895434206,0.01628756795848772,-0.008388352590788274,-0.04342277703093381,0.0,0.005535094244828713,0.0,0.0,0.0365014005773446,-0.011222773376417835,0.0,0.04849786147391894,0.02940246198783702,0.0,-0.01404038327217889,-0.13978777046510346,1.9056911174853794,-1.6782756916945878
2026-01-20,AC_0034,9.852268587026538,0.043048839120916366,-0.07576476231333819,0.01147865239282263,0.29548375436857977,0.02682801547239403,-0.16570483274713632,1.107805930615466,0.8574657525835471,0.013596208720903592,0.00495721543981964,0.0004878786460639795,0.012237491625646675,0.4652862728031755,-3.0890483173334737,0.3399340517671862,-0.8846795156278163,0.1600116038352924,2.171457211142047,-0.7375803432250959,0.4754075684821925,0.31808897560683846,-0.6821209438142801,-0.3327412987522062,-0.03189659405270155,-0.07659438822617509,0.003539805397632863,-0.005031820950117044,0.00822976866222826,0.005139802892974753,0.01907659730106807,0.01663350077053491,-0.06063935644647142,-0.0026746025671581125,-0.006783091472531455,0.043722510306591876,-0.07991307386790428,-0.006677932644450148,0.037022054988937965,-0.0022666097237482295,0.06831961323149784,-0.023611695584404475,-0.009194262002586813,-0.028624082104739355,0.0,0.005324231416043329,0.0,0.0,-0.010697340740577006,-0.012064528055774106,0.0,0.04535571137824403,0.01658701231738984,0.0,-0.017325838427791857,-0.12855518216408213,-0.17522119642331194,3.7905318908508367
2026-01-21,AC_0034,19.52108604076176,0.024282138162201993,-0.036672374733108665,0.02078141896633842,0.21043832412939553,0.04652620207573537,-0.13170809195348607,0.9986676844360778,0.6772124104995626,0.10435953944028074,-0.010078456608160997,0.1401226839643117,0.0169459523056103,0.3158215158381548,1.9492750477375598,2.6852800833791917,0.92031734544071,1.01456406083924,-0.5647461232445504,-0.5519523672767865,2.468431148719744,-0.8050289000214736,-0.24636176186702677,0.14047367887382195,-0.07318071980662172,1.7329354582386078,-0.01639183715003591,0.0013615515166179328,0.012754592215469308,0.005204426837209232,0.006882000844872447,0.018200278396188263,-0.05018829896141942,-0.06549296585217626,-0.0174683003149219,0.0390081265797843,0.016287176636356947,-0.044715084854398165,-0.022461590880102418,0.009129324939811776,-0.025818036209615897,0.014323540131582659,-0.010109519354846096,-0.004966267217546885,0.0,0.0047098881049283566,0.0,0.0,-0.015445522016407542,-0.004041898042721733,0.0,0.011554208160625131,0.02346204381127856,0.0,-0.01562659141568966,-0.16699354013416898,1.0006817438783706,1.635918419419845
2026-01-22,AC_0034,8.365282496526577,0.03141310885393562,-0.12665733642492727,0.004316413781394026,0.37740567035352546,0.44858499063467694,-0.344018737219197,0.4745297919863325,0.1878853494329712,-0.0011990972994026742,0.026151097255655415,-0.03503049252756015,0.016638741305309873,0.33030870191499834,0.04412429256352127,0.3216458876144339,-0.21176942006334162,-0.11055032193540308,-1.621028661603713,1.6123470599199168,0.2707371799135034,0.41719908770420544,0.10309030360333145,-0.5156975355818314,-0.42326034437192006,1.3862918061614173,-0.012536883981810213,0.0003596468116172344,0.008371120354144142,-0.014637109385961123,0.0036082762599180802,0.016834163438796724,-0.0725510110390297,-0.0880808017548899,0.0036162764083713704,0.049660524161826265,-0.04778344437314865,-0.014856682188025543,0.09513694334245588,-0.04229004141761957,0.09167852763494308,0.01307069878100085,-0.0099912531591548,-0.07654351317660427,0.0,0.004066329801388753,0.0,0.0,0.06156830215634179,-0.008474879740493836,0.0,0.0152784995846807,0.016755294235064815,0.0,-0.008602859974664116,-0.09456255239066365,1.1430248610275704,-1.4649157450188548
2026-01-23,AC_0034,3.968214713471477,0.0182012822626176,-0.06270065908388996,-0.006711846136834124,0.5642711182039019,0.14944075564719847,-0.5488238116109391,0.10043074953580057,0.38868607304045183,0.0006944490070154791,0.022086667442580133,-0.0779597576897849,0.011954582276880907,0.16206503957519106,-0.7063593325886027,-1.0998582990650962,-0.053023122161657776,-0.09804066922540863,-1.0446961186882389,-0.03755412766074814,0.826085623366621,0.13322555049017828,-0.3444849935907517,0.29452055457316617,0.28981795722207543,1.556295032187156,-0.01884844544745418,0.0016151845110203141,-0.053287664437686975,0.007785884169820559,0.03531806673523195,0.009630094388750758,-0.09143200682026818,-0.07691114085359423,-0.00415593884438995,0.05719061507131407,-0.04459017992664977,-0.12190861535457563,0.06405712271434158,-0.01308173026269024,0.12297197714646518,0.01901499126939617,-0.01410186963374196,-0.05626201319408517,0.0,0.004687560686402171,0.0,0.0,0.009304272124620575,-0.005517222595129449,0.0,0.01454404778632493,0.001688803614005584,0.0,0.0034792697099392403,-0.08000221645174936,-2.653287201842198,0.27812809772162966
2026-01-24,AC_0034,0.28744900303907384,0.006911707076800838,-0.10718938519388359,-0.0011752813155307068,0.2965302034489299,-0.1419931450397038,-0.05954854049020994,0.6441035189916308,0.3916263773344379,0.0691493836690007,0.0001130078023033327,-0.010538460600771278,0.005574830884012177,0.2750140966714476,-3.624633184226704,-1.179068594586133,-0.3569030911167645,-0.013972703976576241,-1.0761709751795032,0.09746657680832957,0.02589950930802718,0.3280163849553545,-0.8112102058399604,-0.7038147330423831,-0.2169388134098064,0.2497982492604231,-0.0024491789820056094,0.001438462316940105,0.01406979088411323,-0.026552689822655094,0.0112312507745184,0.013109342736395233,-0.08508987236406429,0.08646809198643222,0.06300618881172812,0.006011999330444266,-0.005499676875406399,-0.047148892239574886,-0.10029321209667295,-0.00983963768096769,0.07825663828093013,-0.015066048567769438,-0.007176859662705647,-0.07745339234756798,0.0,0.004344867055255346,0.0,0.0,0.004007693258132786,-0.016052954372499224,0.0,0.012222506335346318,0.011597173343263597,0.0,0.02356595022461586,-0.15714373181294236,-0.4495714714453552,0.7357876596208324
2026-01-25,AC_0034,14.49719160344776,0.014855751320723198,-0.04035634443393263,-0.01716145969278581,0.46981014244376806,-0.13639763949326267,-0.04899221748572347,0.29783875256888726,0.9221129452379279,0.07862493472464513,-0.0011708299153347318,-0.03881309653052412,0.011581404584386919,0.6039327463556785,1.0412544960666492,0.18432588635643246,4.193492656427591,0.23521731893881626,0.4063266209357573,-0.08070419381147614,1.6708993944070913,0.03513910267884808,-1.8041830502311678,0.16559174426671047,-0.29933529026073274,0.7353741177623165,-0.016841656381771646,0.0013326160541056982,0.028488790332418128,0.007991218372706808,0.027304830678886827,0.01618009047008529,-0.01232000225689209,0.09539665501069197,0.003783716335634981,0.04665901377133914,-0.015455342316359439,-0.04499703807571572,0.0883469160977793,0.012995849718717466,0.029076686226961253,0.014173104103805427,-0.008252433543462195,-0.03790438228458811,0.0,0.005305808710649088,0.0,0.0,0.012283806477676308,-0.0121959561346649,0.0,-0.004241008478822335,0.02377555429425702,0.0,0.026974613474527093,-0.1928571698786899,1.5614312104989632,-1.893130055209334
2026-01-26,AC_0034,4.097345923601205,0.07525538947188931,-0.038107902882184116,-0.013520484293970788,0.5467283740486981,0.07406555603908113,-0.4945145768709986,0.02751713875086135,0.7574925876623643,-0.12045556105153266,0.06359706848222697,-0.019411650575340104,0.018129553629627822,0.45720638157672056,0.3825722693847481,0.7547424627763363,-2.0617726275234585,-0.06387046891487767,0.8620201585216144,-0.5818183660896301,-0.3894429060392411,0.25669987666100624,-0.028409511830848763,-0.8786370359722923,-0.5855319051869614,1.254333847207005,0.009110881108678623,0.003908803147161318,0.011393638386296026,0.02204049047169018,0.02925430918947273,0.011182350225716842,-0.03698243306789247,0.03465523145541097,-0.03872141201407953,0.061880548316148636,0.0020125112620255,-0.06346262269448298,0.13030355092560664,0.010719318895189643,0.03701951328984428,0.004470811617853461,-0.0049746434876228405,-0.08152449935592858,0.0,0.0022032162678155675,0.0,0.0,0.021127103769064026,-0.005325644124342207,0.0,0.04956263636614575,0.025173067620988095,0.0,-0.023902333205798997,-0.1139774712564996,-0.15728523878892295,-2.2320057018567336
2026-01-27,AC_0034,12.129614375913324,0.039138632962794885,-0.08397642197805646,0.030306796697815608,0.1481170886452147,-0.05117796141073009,-0.08685963494366383,0.906651599345104,0.954999278517189,0.004200515998564413,0.04584271885766054,0.009960093186099497,0.010949119102403237,0.31055325103456405,1.0347346017350822,-0.015946229449720527,0.4171724085554302,0.05189703207920556,-0.027355028355531028,-0.8181925164019463,-0.4295533138551798,-0.04260779568648833,0.08004480003150198,-0.6378002057810581,-0.9559208716914358,0.885104156380015,-0.017167058309563395,0.0025914661146623844,0.015350592836799131,0.006310857168274161,0.017517776543523666,0.012466775731715065,-0.05714600996220822,0.08668740572963003,0.021098737344911633,0.046503731934109574,-0.0007881051228114562,-0.04017937963686471,0.03219713211095435,0.02518479505683643,0.057434269005800884,0.015137123744323598,0.011253758609134397,-0.07259425863793503,0.0,0.0025790697929384573,0.0,0.0,0.015300308901812117,-0.00925913199052812,0.0,-0.004325080622039481,0.023140296037963214,0.0,0.010189665417980815,-0.16624339039747904,-1.1856453025578617,5.36711394333685
